numbers,Fe-Fe bond,Fe-C bond,1-fold,2-fold,3-fold,4-fold,5-fold,location,ads,ads(mass),Eb(eV)
10,2.45103336,2.264548357,0,4,5,0,0,1,8,16,-3.630164728
11,2.462953248,2.280878341,0,4,7,0,0,1,8,16,-3.642057477
12,2.462101278,2.27007135,0,4,8,0,0,1,8,16,-3.638846309
13,2.445730642,2.237679683,0,4,9,0,0,1,8,16,-3.698278385
14,2.42423341,2.226912774,0,5,9,0,0,1,8,16,-3.6472863
15,2.439295503,2.249868016,0,6,9,0,0,1,8,16,-3.603268163
16,2.44462139,2.225602247,0,7,9,0,0,1,8,16,-3.569030317
17,2.450328004,2.265021288,0,8,9,0,0,1,8,16,-3.521260837
18,2.446980927,2.257915194,0,8,10,0,0,1,8,16,-3.530708591
1,2.43051399,2.316463676,0,1,0,0,0,1,8,16,-3.587531883
2,2.445656205,2.303410353,0,2,0,0,0,1,8,16,-3.600286319
3,2.461940043,2.311282461,0,2,1,0,0,1,8,16,-3.40753447
4,2.438715929,2.331537252,1,2,1,0,0,1,8,16,-3.206421412
5,2.445439417,2.339722257,2,2,1,0,0,1,8,16,-3.203228217
6,2.438550532,2.299084907,2,1,3,0,0,1,8,16,-3.509653037
7,2.439997137,2.2961768,2,1,4,0,0,1,8,16,-3.523712435
8,2.425725027,2.309977745,3,1,4,0,0,1,8,16,-3.427565009
9,2.425709216,2.313517985,3,2,4,0,0,1,8,16,-3.460079905
10,2.426532409,2.310938511,3,2,5,0,0,1,8,16,-3.473521211
11,2.433355321,2.324860874,3,2,6,0,0,1,8,16,-3.454954728
12,2.441473111,2.289238791,3,3,6,0,0,1,8,16,-3.434480903
13,2.445791292,2.303941241,3,3,7,0,0,1,8,16,-3.479639499
14,2.455812679,2.371466118,3,3,7,1,0,1,8,16,-3.487729003
15,2.472460569,2.304306,3,4,7,1,0,1,8,16,-3.433021041
16,2.466981232,2.299633367,3,4,8,1,0,1,8,16,-3.510282477
17,2.469973114,2.272993799,3,5,8,1,0,1,8,16,-3.521135197
18,2.470034331,2.245619754,3,6,8,1,0,1,8,16,-3.53988046
19,2.484642746,2.245436258,3,7,8,1,0,1,8,16,-3.479531959
1,2.448878117,2.280894553,0,1,0,0,0,1,8,16,-3.526512966
2,2.442732446,2.228387931,0,2,0,0,0,1,8,16,-3.784953288
3,2.444896275,2.25282583,0,3,0,0,0,1,8,16,-3.728684965
4,2.447692097,2.25697961,0,4,0,0,0,1,8,16,-3.654964649
5,2.455109018,2.267046967,0,5,0,0,0,1,8,16,-3.648573744
6,2.459912113,2.274661291,0,6,0,0,0,1,8,16,-3.576794357
7,2.44896465,2.280656148,1,6,0,0,0,1,8,16,-3.446701479
8,2.448503925,2.326723957,1,6,1,0,0,1,8,16,-3.509099568
9,2.448189612,2.313054115,1,6,2,0,0,1,8,16,-3.5107278
10,2.451640829,2.307778787,2,6,2,0,0,1,8,16,-3.402409065
11,2.460934523,2.310626931,2,7,2,0,0,1,8,16,-3.365530638
12,2.462078728,2.292250377,3,7,2,0,0,1,8,16,-3.313383079
13,2.465587589,2.245899613,3,8,2,0,0,1,8,16,-3.35713293
14,2.465701599,2.29485437,3,8,3,0,0,1,8,16,-3.365103494
15,2.47019075,2.265388542,3,8,4,0,0,1,8,16,-3.361593091
16,2.478739762,2.257814815,3,8,5,0,0,1,8,16,-3.392649702
17,2.484830449,2.22978489,3,9,5,0,0,1,8,16,-3.403808995
18,2.48959499,2.304614095,3,9,6,0,0,1,8,16,-3.409968571
1,2.459298638,2.2875307,0,1,0,0,0,1,8,16,-3.312578959
2,2.462627347,2.291169759,0,1,1,0,0,1,8,16,-3.347675778
3,2.454719423,2.325315519,0,1,2,0,0,1,8,16,-3.478326705
4,2.43733236,2.311068262,1,1,2,0,0,1,8,16,-3.316082857
5,2.460717555,2.322180263,1,2,2,0,0,1,8,16,-3.401448591
6,2.4743719,2.328434357,1,3,2,0,0,1,8,16,-3.416446785
7,2.459344441,2.330296333,1,3,3,0,0,1,8,16,-3.517224478
8,2.465580999,2.31396471,1,3,4,0,0,1,8,16,-3.396829367
9,2.456504259,2.276066376,2,3,4,0,0,1,8,16,-3.350151231
10,2.462596561,2.251051511,2,3,5,0,0,1,8,16,-3.468826624
11,2.466749199,2.2594281,3,3,5,0,0,1,8,16,-3.376645903
12,2.485821299,2.30015122,3,3,6,0,0,1,8,16,-3.38830529
13,2.48341962,2.276460393,3,4,6,0,0,1,8,16,-3.402752085
14,2.479488052,2.271907256,3,5,6,0,0,1,8,16,-3.394259524
15,2.476104569,2.268314342,3,6,6,0,0,1,8,16,-3.368432225
16,2.470454728,2.287646749,3,6,7,0,0,1,8,16,-3.362962415
17,2.461830751,2.255891137,3,7,7,0,0,1,8,16,-3.336727868
18,2.462197214,2.253561374,3,8,7,0,0,1,8,16,-3.339954934
1,2.460707144,2.286111083,0,1,0,0,0,1,8,16,-3.307907312
2,2.468805083,2.297917704,0,1,1,0,0,1,8,16,-3.702642181
3,2.470955339,2.287211821,0,1,2,0,0,1,8,16,-3.577529237
4,2.457591913,2.287931675,1,1,2,0,0,1,8,16,-3.337630611
5,2.460532473,2.282505332,2,1,2,0,0,1,8,16,-3.224221128
6,2.448934277,2.262388355,0,4,2,0,0,1,8,16,-3.637540919
7,2.456338001,2.284837101,1,4,2,0,0,1,8,16,-3.513377547
8,2.453964396,2.305856262,1,4,3,0,0,1,8,16,-3.558587464
9,2.455205665,2.299043351,1,5,3,0,0,1,8,16,-3.535123634
10,2.457551295,2.286826756,1,4,5,0,0,1,8,16,-3.607902449
11,2.464924631,2.29235275,1,5,5,0,0,1,8,16,-3.554413315
12,2.489567778,2.270110865,0,6,6,0,0,1,8,16,-3.682669547
13,2.491695168,2.26520346,0,7,6,0,0,1,8,16,-3.623009667
14,2.489134144,2.305450908,1,6,7,0,0,1,8,16,-3.620375528
15,2.487071284,2.302982781,1,7,7,0,0,1,8,16,-3.596603352
16,2.477170157,2.304747304,1,7,8,0,0,1,8,16,-3.520828037
17,2.484352544,2.311105941,1,7,9,0,0,1,8,16,-3.426800154
18,2.491286484,2.322838815,1,7,9,0,0,1,8,16,-3.411446785
19,2.495581725,2.325393584,1,7,10,0,0,1,8,16,-3.364614576
20,2.491576617,2.300982852,1,7,11,0,0,1,8,16,-3.384918505
1,2.426425521,2.292305905,0,1,0,0,0,1,8,16,-3.768889646
2,2.412272216,2.283122415,0,1,1,0,0,1,8,16,-3.89672385
3,2.407866304,2.276428587,0,2,1,0,0,1,8,16,-3.78894967
4,2.420719404,2.303156684,0,3,1,0,0,1,8,16,-3.699983363
5,2.421685671,2.290478182,0,3,2,0,0,1,8,16,-3.681401757
6,2.424794627,2.29667084,1,3,2,0,0,1,8,16,-3.56056662
7,2.441319611,2.302749112,1,4,2,0,0,1,8,16,-3.567196022
8,2.443288943,2.291185251,1,5,2,0,0,1,8,16,-3.533263172
9,2.429064874,2.298301301,1,5,2,1,0,1,8,16,-3.455333354
10,2.42786096,2.299067074,1,5,3,1,0,1,8,16,-3.436519753
11,2.452636518,2.305632873,1,5,4,1,0,1,8,16,-3.499748789
12,2.453860246,2.29778482,1,6,4,1,0,1,8,16,-3.433176267
13,2.467821479,2.295162991,1,7,4,1,0,1,8,16,-3.433096097
14,2.471437757,2.305840492,1,8,4,1,0,1,8,16,-3.401240517
15,2.471315777,2.29379116,1,9,4,1,0,1,8,16,-3.376135699
16,2.471401794,2.273952855,1,9,5,1,0,1,8,16,-3.400185933
17,2.480831515,2.287578734,1,10,5,1,0,1,8,16,-3.423204262
1,2.428896679,2.268293476,0,1,0,0,0,1,8,16,-3.869377817
2,2.440225375,2.298430856,0,1,1,0,0,1,8,16,-3.476966562
3,2.436847683,2.268876842,0,2,1,0,0,1,8,16,-3.609035965
4,2.439990045,2.277671554,0,3,1,0,0,1,8,16,-3.712951402
5,2.443573303,2.300618136,0,4,1,0,0,1,8,16,-3.660174292
6,2.444291693,2.312604352,0,4,2,0,0,1,8,16,-3.639888103
7,2.465336308,2.298526075,0,5,2,0,0,1,8,16,-3.550032492
8,2.483003603,2.300671478,0,6,2,0,0,1,8,16,-3.557669009
9,2.475134659,2.317324071,0,7,2,0,0,1,8,16,-3.561824927
10,2.475506078,2.309775008,1,7,2,0,0,1,8,16,-3.489633651
11,2.487044619,2.314823639,1,7,3,0,0,1,8,16,-3.450658144
12,2.472746593,2.295647256,1,8,3,0,0,1,8,16,-3.490267965
13,2.479613182,2.300355026,1,9,3,0,0,1,8,16,-3.45513165
14,2.459995222,2.360502639,1,8,4,1,0,1,8,16,-3.461186355
15,2.471022069,2.343114878,1,8,5,1,0,1,8,16,-3.493846597
16,2.486045804,2.348991431,1,9,5,1,0,1,8,16,-3.442143092
17,2.465008039,2.274497213,1,9,6,1,0,1,8,16,-3.462063972
18,2.467843659,2.308443337,2,9,6,1,0,1,8,16,-3.439137208
19,2.464874117,2.318016514,2,8,8,1,0,1,8,16,-3.4190652
20,2.482862226,2.302661651,2,8,9,1,0,1,8,16,-3.342228779
21,2.508388745,2.305856129,2,8,9,1,0,1,8,16,-3.312327439
1,2.43761902,2.27829466,0,0,1,0,0,1,8,16,-3.504045331
2,2.422040465,2.306541997,0,2,0,0,0,1,8,16,-3.684403621
3,2.443444153,2.269886472,0,3,0,0,0,1,8,16,-3.669443059
4,2.434814686,2.284029174,0,4,0,0,0,1,8,16,-3.55345985
5,2.462039288,2.305305081,1,4,0,0,0,1,8,16,-3.426356296
6,2.437917441,2.326658158,1,5,0,0,0,1,8,16,-3.477336482
7,2.463260574,2.330820202,1,5,1,0,0,1,8,16,-3.338012312
8,2.459777806,2.324085033,0,7,1,0,0,1,8,16,-3.504299603
9,2.480400587,2.310968593,0,7,2,0,0,1,8,16,-3.56330333
10,2.484074216,2.301576136,0,7,3,0,0,1,8,16,-3.518511463
11,2.486527907,2.282091473,0,7,4,0,0,1,8,16,-3.493713659
12,2.484353694,2.315974509,0,7,5,0,0,1,8,16,-3.477687918
13,2.479766843,2.334570571,0,8,5,0,0,1,8,16,-3.471101274
14,2.480652423,2.293715569,0,8,6,0,0,1,8,16,-3.491635215
15,2.488490084,2.252239698,0,8,7,0,0,1,8,16,-3.46444494
16,2.487437142,2.244497071,1,8,7,0,0,1,8,16,-3.396721365
17,2.490429065,2.246990054,1,8,7,0,0,1,8,16,-3.419641501
18,2.523136463,2.279184277,1,9,7,0,0,1,8,16,-3.41826655
19,2.515642167,2.255520582,2,9,7,0,0,1,8,16,-3.368200605
1,2.439050933,2.293728116,0,1,0,0,0,1,8,16,-3.390939356
2,2.43010763,2.314772221,0,1,1,0,0,1,8,16,-3.48583422
3,2.4194923,2.258297914,0,0,3,0,0,1,8,16,-3.922758368
4,2.423785411,2.297755168,0,0,4,0,0,1,8,16,-3.842327847
5,2.415285905,2.304575647,1,0,4,0,0,1,8,16,-3.677468421
6,2.433648305,2.31218585,1,0,5,0,0,1,8,16,-3.677123982
7,2.436704621,2.322402083,1,0,6,0,0,1,8,16,-3.701801881
8,2.438685073,2.322462717,1,0,7,0,0,1,8,16,-3.643765597
9,2.441286316,2.296744784,1,1,7,0,0,1,8,16,-3.640578747
10,2.447081524,2.291193778,1,1,7,1,0,1,8,16,-3.580235736
11,2.446641478,2.274827812,1,2,7,1,0,1,8,16,-3.563422856
12,2.443450111,2.293597364,1,2,9,0,0,1,8,16,-3.605574286
13,2.446821369,2.267106842,1,2,10,0,0,1,8,16,-3.635159771
14,2.469077484,2.270098398,2,2,10,0,0,1,8,16,-3.582309323
15,2.458689339,2.298537765,2,3,10,0,0,1,8,16,-3.555676452
16,2.454813517,2.284980109,2,3,11,0,0,1,8,16,-3.502893797
17,2.467579988,2.29143507,2,4,9,0,0,1,8,16,-3.440322942
1,2.445658939,2.303102961,0,1,0,0,0,1,8,16,-3.574218595
2,2.438166061,2.332624807,0,1,1,0,0,1,8,16,-3.812119255
3,2.437038402,2.321250331,0,2,1,0,0,1,8,16,-3.905614415
4,2.440156663,2.341111289,0,2,2,0,0,1,8,16,-3.777409447
5,2.437583626,2.292185727,0,2,3,0,0,1,8,16,-3.832214355
6,2.449130339,2.280170559,0,3,3,0,0,1,8,16,-3.658675329
7,2.441244787,2.285754427,0,3,4,0,0,1,8,16,-3.602346439
8,2.442658469,2.301728669,0,4,4,0,0,1,8,16,-3.62687574
9,2.449077274,2.318094746,0,4,5,0,0,1,8,16,-3.627191331
10,2.458792144,2.348122863,0,5,5,0,0,1,8,16,-3.583880928
11,2.452191952,2.291990971,0,5,6,0,0,1,8,16,-3.551261942
12,2.445456397,2.287166003,0,5,7,0,0,1,8,16,-3.593390548
13,2.453846125,2.310709958,0,5,8,0,0,1,8,16,-3.604696801
14,2.446354735,2.316287803,1,5,8,0,0,1,8,16,-3.542643256
15,2.459979511,2.318531751,1,5,9,0,0,1,8,16,-3.511641471
16,2.481292704,2.30677137,1,6,9,0,0,1,8,16,-3.485922626
17,2.488208796,2.305877411,2,6,9,0,0,1,8,16,-3.438516418
18,2.498418446,2.306354285,2,6,10,0,0,1,8,16,-3.380746062
19,2.483386743,2.317758107,2,6,11,0,0,1,8,16,-3.380367404
20,2.499180585,2.295443069,2,7,11,0,0,1,8,16,-3.334888682
21,2.522796406,2.320903931,2,7,12,0,0,1,8,16,-3.350285506
1,2.438935132,2.295564669,0,0,1,0,0,1,8,16,-3.530510128
2,2.443038199,2.308215545,0,1,1,0,0,1,8,16,-3.746794586
3,2.439391971,2.287091308,0,2,1,0,0,1,8,16,-3.610756241
4,2.440371113,2.276853406,0,3,1,0,0,1,8,16,-3.581726291
5,2.447095867,2.294630192,0,4,1,0,0,1,8,16,-3.504401123
6,2.452315754,2.255473825,0,3,3,0,0,1,8,16,-3.546654773
7,2.459868977,2.277535256,0,3,4,0,0,1,8,16,-3.505894666
8,2.472533261,2.292572864,0,4,4,0,0,1,8,16,-3.57555296
9,2.458230954,2.31238113,0,3,6,0,0,1,8,16,-3.610836102
10,2.462117701,2.304855301,0,3,7,0,0,1,8,16,-3.637086221
11,2.479118574,2.291102133,0,4,7,0,0,1,8,16,-3.632813985
12,2.49116399,2.289339823,1,4,7,0,0,1,8,16,-3.556540616
13,2.491104543,2.307802332,1,5,7,0,0,1,8,16,-3.495324154
14,2.502167269,2.300970375,1,5,8,0,0,1,8,16,-3.443961314
15,2.484172498,2.296001909,1,6,8,0,0,1,8,16,-3.444646037
16,2.507242165,2.311753601,0,7,9,0,0,1,8,16,-3.507107563
17,2.511033958,2.294189618,0,8,9,0,0,1,8,16,-3.504610713
18,2.510794493,2.27457475,0,8,10,0,0,1,8,16,-3.442754119
19,2.506715753,2.280999316,1,8,10,0,0,1,8,16,-3.379752563
20,2.524694523,2.298050383,1,9,10,0,0,1,8,16,-3.377211088
1,2.438538134,2.265439587,0,0,1,0,0,1,8,16,-3.480415075
2,2.450534128,2.296041823,0,1,1,0,0,1,8,16,-3.745252105
3,2.447148337,2.271080751,0,2,1,0,0,1,8,16,-3.611348501
4,2.441983273,2.294870595,0,3,1,0,0,1,8,16,-3.58982178
5,2.448276605,2.295752718,0,4,1,0,0,1,8,16,-3.507065451
6,2.461925144,2.25589855,0,3,3,0,0,1,8,16,-3.52580068
7,2.45825735,2.247239419,0,3,4,0,0,1,8,16,-3.613856272
8,2.455810584,2.265119387,0,3,5,0,0,1,8,16,-3.611043837
9,2.457565807,2.273231828,0,4,5,0,0,1,8,16,-3.583131207
10,2.457120648,2.283598436,0,5,5,0,0,1,8,16,-3.574422447
11,2.442528018,2.283282455,0,5,6,0,0,1,8,16,-3.621692475
12,2.446606209,2.291947217,0,5,7,0,0,1,8,16,-3.666382442
13,2.462343877,2.25295202,0,6,7,0,0,1,8,16,-3.631877398
14,2.490958882,2.255483555,0,6,8,0,0,1,8,16,-3.599979459
15,2.480212364,2.233337148,0,6,9,0,0,1,8,16,-3.495411663
16,2.486632512,2.240598988,1,6,9,0,0,1,8,16,-3.444680213
17,2.486621527,2.240186657,1,7,9,0,0,1,8,16,-3.477424031
1,2.432010165,2.298754927,0,0,1,0,0,1,8,16,-3.502510528
2,2.450668985,2.295680603,0,1,1,0,0,1,8,16,-3.74429814
3,2.447193146,2.271108605,0,2,1,0,0,1,8,16,-3.612140472
4,2.448806052,2.29473788,0,3,1,0,0,1,8,16,-3.584599319
5,2.448079029,2.29614803,0,4,1,0,0,1,8,16,-3.505920942
6,2.460000058,2.255537484,0,3,3,0,0,1,8,16,-3.548417583
7,2.460566739,2.277272268,0,3,4,0,0,1,8,16,-3.508343237
8,2.471598805,2.295073399,0,4,4,0,0,1,8,16,-3.581978637
9,2.462161839,2.298367765,0,4,5,0,0,1,8,16,-3.536911161
10,2.472665394,2.310022962,0,3,7,0,0,1,8,16,-3.642016698
11,2.470837209,2.280363912,0,4,7,0,0,1,8,16,-3.615392479
12,2.488058643,2.272680044,0,5,7,0,0,1,8,16,-3.643317119
13,2.48751169,2.268835595,0,6,7,0,0,1,8,16,-3.640280199
14,2.504663255,2.266691119,0,6,8,0,0,1,8,16,-3.656720303
15,2.495706597,2.255508781,0,7,8,0,0,1,8,16,-3.645856039
16,2.499213975,2.284816103,0,7,8,0,0,1,8,16,-3.585472197
17,2.499736109,2.292874208,0,8,8,0,0,1,8,16,-3.564475487
18,2.505809678,2.258010322,0,9,9,0,0,1,8,16,-3.540789948
1,2.441094888,2.296801894,0,1,0,0,0,1,8,16,-3.43976002
2,2.430892152,2.298099075,0,0,2,0,0,1,8,16,-3.843509926
3,2.438501984,2.294500968,0,1,2,0,0,1,8,16,-3.799198568
4,2.447978228,2.279011184,0,2,2,0,0,1,8,16,-3.847298629
5,2.451505971,2.330615478,0,3,2,0,0,1,8,16,-3.8506785
6,2.459523694,2.290114393,1,3,2,0,0,1,8,16,-3.724128548
7,2.46828841,2.296633701,1,4,2,0,0,1,8,16,-3.657127585
8,2.468080582,2.294680321,1,4,3,0,0,1,8,16,-3.692022952
9,2.460475051,2.322189961,1,5,3,0,0,1,8,16,-3.681584136
10,2.479289398,2.29130069,1,5,4,0,0,1,8,16,-3.699142944
11,2.483710902,2.270569324,1,5,5,0,0,1,8,16,-3.667582524
12,2.479959966,2.261758173,1,5,6,0,0,1,8,16,-3.669057494
13,2.506480992,2.243630136,1,6,6,0,0,1,8,16,-3.689707755
14,2.477696086,2.253816423,1,5,8,0,0,1,8,16,-3.702788403
15,2.479846386,2.255984006,2,5,8,0,0,1,8,16,-3.587814689
16,2.488694754,2.25779915,2,5,9,0,0,1,8,16,-3.58787551
1,2.449448698,2.26391179,0,1,0,0,0,1,8,16,-3.87215481
2,2.437622634,2.253613316,0,2,0,0,0,1,8,16,-3.744951678
3,2.447784145,2.290036443,0,3,0,0,0,1,8,16,-3.650116314
4,2.448726719,2.285441759,0,4,0,0,0,1,8,16,-3.666144196
5,2.44716252,2.271392726,0,5,0,0,0,1,8,16,-3.583847196
6,2.43013864,2.281078225,0,5,1,0,0,1,8,16,-3.668229769
7,2.425719145,2.298767695,0,6,1,0,0,1,8,16,-3.623533918
8,2.447200396,2.2916713,0,5,3,0,0,1,8,16,-3.656737551
9,2.451733126,2.287649096,0,5,4,0,0,1,8,16,-3.714582635
10,2.467328481,2.297776051,0,5,5,0,0,1,8,16,-3.601749808
11,2.450753705,2.303219207,0,5,6,0,0,1,8,16,-3.732257514
12,2.470554454,2.29649872,0,6,6,0,0,1,8,16,-3.668817472
13,2.467578168,2.315896974,0,6,7,0,0,1,8,16,-3.65420782
14,2.461796664,2.305280483,0,6,8,0,0,1,8,16,-3.638409376
15,2.463747141,2.298961859,1,7,7,0,0,1,8,16,-3.594801104
16,2.456641446,2.322056864,1,7,8,0,0,1,8,16,-3.547885866
17,2.440337828,2.317328609,1,7,9,0,0,1,8,16,-3.489619486
18,2.442583471,2.308375991,1,7,10,0,0,1,8,16,-3.439257935
19,2.474963064,2.310130997,1,8,10,0,0,1,8,16,-3.440370844
20,2.491613101,2.320680679,1,9,10,0,0,1,8,16,-3.412814598
1,2.464998826,2.31439812,1,0,0,0,0,1,8,16,-3.000153259
2,2.465299782,2.30867398,1,1,0,0,0,1,8,16,-3.340180427
3,2.452831363,2.313077129,1,1,1,0,0,1,8,16,-3.209111321
4,2.453515503,2.297068609,2,1,1,0,0,1,8,16,-3.13958771
5,2.458978376,2.3020243,2,1,2,0,0,1,8,16,-3.178609819
6,2.477818795,2.25744524,2,1,3,0,0,1,8,16,-3.323464756
7,2.485788076,2.260643294,2,1,4,0,0,1,8,16,-3.33714186
8,2.504908367,2.285061971,2,2,4,0,0,1,8,16,-3.412401832
9,2.497022259,2.263731675,2,2,5,0,0,1,8,16,-3.402465688
10,2.478026173,2.289154209,2,3,5,0,0,1,8,16,-3.454098987
11,2.469985102,2.340862977,3,3,5,0,0,1,8,16,-3.480754476
12,2.469960666,2.33600666,4,3,5,0,0,1,8,16,-3.380883119
13,2.472516131,2.334207211,4,3,6,0,0,1,8,16,-3.414422469
14,2.480900608,2.33312659,4,4,6,0,0,1,8,16,-3.405239544
15,2.481497327,2.314621732,4,4,7,0,0,1,8,16,-3.345116063
16,2.477298486,2.364031754,4,5,7,0,0,1,8,16,-3.294898984
17,2.480989272,2.346946942,4,5,7,1,0,1,8,16,-3.3031811
18,2.484459782,2.343878595,4,5,9,0,0,1,8,16,-3.352836425
19,2.489392096,2.380573312,3,7,9,0,0,1,8,16,-3.368637837
1,2.461526767,2.254953149,0,1,0,0,0,1,8,16,-3.288941081
2,2.464617067,2.244083892,0,1,1,0,0,1,8,16,-3.487479028
3,2.464299126,2.264372242,0,1,2,0,0,1,8,16,-3.619909254
4,2.471959717,2.266434005,1,1,2,0,0,1,8,16,-3.389503375
5,2.459943317,2.241067646,2,1,2,0,0,1,8,16,-3.224202092
6,2.46232241,2.247987514,2,1,3,0,0,1,8,16,-3.279727522
7,2.469128298,2.222826624,2,2,3,0,0,1,8,16,-3.278018001
8,2.466716304,2.262474719,2,3,3,0,0,1,8,16,-3.271118222
9,2.456395067,2.270481072,3,3,3,0,0,1,8,16,-3.21312997
10,2.457359137,2.263131904,2,3,5,0,0,1,8,16,-3.396951117
11,2.456009303,2.256990102,2,3,6,0,0,1,8,16,-3.394223545
12,2.480758196,2.252411055,2,4,6,0,0,1,8,16,-3.415464427
13,2.481495561,2.259767041,3,4,6,0,0,1,8,16,-3.347257458
14,2.481494119,2.2655009,3,4,7,0,0,1,8,16,-3.341012402
15,2.471679087,2.282210274,3,4,8,0,0,1,8,16,-3.36557301
16,2.47178195,2.28718237,3,4,8,1,0,1,8,16,-3.345950476
17,2.490079784,2.294222391,2,5,10,0,0,1,8,16,-3.413930067
18,2.495833254,2.278415716,2,6,10,0,0,1,8,16,-3.41550672
19,2.503169187,2.301815281,2,6,11,0,0,1,8,16,-3.403833403
20,2.502930938,2.301497283,2,7,11,0,0,1,8,16,-3.387893855
1,2.462030583,2.258281268,0,1,0,0,0,1,8,16,-3.26174771
2,2.464185974,2.243655361,0,1,1,0,0,1,8,16,-3.506644621
3,2.467712114,2.263566403,0,1,2,0,0,1,8,16,-3.612902628
4,2.461941648,2.287351987,1,1,2,0,0,1,8,16,-3.390476299
5,2.464317539,2.212433279,2,1,2,0,0,1,8,16,-3.218056102
6,2.468368466,2.217780651,2,1,3,0,0,1,8,16,-3.27771944
7,2.468653943,2.220818427,2,2,3,0,0,1,8,16,-3.278113724
8,2.470916403,2.22811622,2,2,4,0,0,1,8,16,-3.327832042
9,2.463371321,2.277055542,2,2,5,0,0,1,8,16,-3.461512535
10,2.471096132,2.257276127,2,2,6,0,0,1,8,16,-3.442223202
11,2.468004441,2.269190438,2,2,7,0,0,1,8,16,-3.50544154
12,2.478265707,2.253060578,2,2,8,0,0,1,8,16,-3.505615576
13,2.458549157,2.232231934,2,3,8,0,0,1,8,16,-3.524100231
14,2.477246659,2.26080156,2,3,9,0,0,1,8,16,-3.489461068
15,2.477323908,2.252711194,2,4,9,0,0,1,8,16,-3.477573265
16,2.489725327,2.263561877,2,4,10,0,0,1,8,16,-3.483055253
17,2.505717742,2.280683495,2,5,10,0,0,1,8,16,-3.485537504
18,2.50005711,2.261931039,2,5,11,0,0,1,8,16,-3.393962008
19,2.512633674,2.261641557,2,6,10,1,0,1,8,16,-3.42127843
1,2.44154481,2.274217893,0,1,0,0,0,1,8,16,-3.669035325
2,2.439216973,2.287762151,0,2,0,0,0,1,8,16,-3.789023334
3,2.418804696,2.325471257,0,2,1,0,0,1,8,16,-3.533369233
4,2.42524063,2.344954225,0,3,1,0,0,1,8,16,-3.490240231
5,2.430695172,2.273734674,0,4,1,0,0,1,8,16,-3.4275278
6,2.453443729,2.273218017,0,4,2,0,0,1,8,16,-3.440842305
7,2.423314092,2.294862869,0,4,3,0,0,1,8,16,-3.669912198
8,2.434620576,2.284324327,0,4,4,0,0,1,8,16,-3.762850007
9,2.424972568,2.285742183,0,5,3,1,0,1,8,16,-3.767666226
10,2.415423373,2.27396047,0,5,4,1,0,1,8,16,-3.693470275
11,2.422130234,2.289895908,0,6,4,1,0,1,8,16,-3.684143521
12,2.42775774,2.287633997,0,7,4,1,0,1,8,16,-3.553135704
13,2.438950983,2.283748167,0,7,5,1,0,1,8,16,-3.549102525
14,2.444761814,2.306617735,0,8,5,1,0,1,8,16,-3.512674614
15,2.450754248,2.330802604,0,8,7,0,0,1,8,16,-3.504661724
16,2.474225726,2.296152442,0,6,10,0,0,1,8,16,-3.480121369
17,2.476089019,2.30815451,0,6,10,0,0,1,8,16,-3.431414479
18,2.487041201,2.301261352,0,6,11,0,0,1,8,16,-3.435504787
1,2.43471734,2.294235177,0,1,0,0,0,1,8,16,-3.451957985
2,2.451009658,2.310751948,0,1,1,0,0,1,8,16,-3.490824975
3,2.438469504,2.331618378,0,0,2,0,1,1,8,16,-3.786093129
4,2.443400816,2.328210045,0,1,2,0,1,1,8,16,-3.625557403
5,2.441591869,2.33084622,1,1,3,0,0,1,8,16,-3.503264715
6,2.43617188,2.326158042,1,1,4,0,0,1,8,16,-3.667931157
7,2.424689425,2.299535041,2,1,4,0,0,1,8,16,-3.559175265
8,2.437157799,2.284356007,2,2,4,0,0,1,8,16,-3.538533301
9,2.444109644,2.305280617,2,2,5,0,0,1,8,16,-3.506466184
10,2.456937738,2.29382546,2,3,5,0,0,1,8,16,-3.498821876
11,2.440724696,2.31779158,3,2,6,0,0,1,8,16,-3.495544066
12,2.4498119,2.32274077,4,2,6,0,0,1,8,16,-3.445615804
13,2.451271114,2.311194125,4,3,6,0,0,1,8,16,-3.463991962
14,2.473682657,2.292824449,4,3,7,0,0,1,8,16,-3.461254593
15,2.484462892,2.301993986,4,4,7,0,0,1,8,16,-3.438335516
16,2.489349118,2.301347652,4,4,7,1,0,1,8,16,-3.400353559
17,2.492585738,2.277548585,4,5,7,1,0,1,8,16,-3.401572662
18,2.496452168,2.310664442,4,6,7,1,0,1,8,16,-3.400506274
19,2.492492706,2.291620677,4,6,9,0,0,1,8,16,-3.422836877
20,2.496212815,2.286728968,4,7,9,0,0,1,8,16,-3.414638325
21,2.516658488,2.300591654,4,7,10,0,0,1,8,16,-3.414574121
1,2.449391541,2.247341296,0,1,0,0,0,1,8,16,-3.911440751
2,2.455334814,2.290309318,0,2,0,0,0,1,8,16,-3.746496524
3,2.429868572,2.287976729,0,3,0,0,0,1,8,16,-3.704312034
4,2.450235548,2.289198013,0,3,1,0,0,1,8,16,-3.720747159
5,2.444473424,2.286080787,0,3,2,0,0,1,8,16,-3.627639031
6,2.446808593,2.272025931,0,3,3,0,0,1,8,16,-3.522329279
7,2.446778313,2.284881525,1,3,3,0,0,1,8,16,-3.426001711
8,2.443195026,2.299057989,1,3,4,0,0,1,8,16,-3.427085753
9,2.461606257,2.323546366,1,3,5,0,0,1,8,16,-3.508901791
