numbers,Fe-Fe bond,Fe-C bond,1-fold,2-fold,3-fold,4-fold,5-fold,location,ads,ads(mass),Eb(eV)
13,2.456545688,2.279492691,2,4,7,0,0,0,8,16,-3.4471014
14,2.465718468,2.288645114,2,4,8,0,0,0,8,16,-3.462414503
15,2.478902145,2.287361921,2,4,8,1,0,0,8,16,-3.398047095
16,2.478069797,2.292054878,2,5,8,1,0,0,8,16,-3.399652761
17,2.484429068,2.276604872,2,5,9,1,0,0,8,16,-3.326560375
1,2.438857017,2.290974512,1,0,0,0,0,0,8,16,-2.504393847
2,2.431327248,2.273543492,1,0,1,0,0,0,8,16,-3.215886623
3,2.434563265,2.272989825,1,1,1,0,0,0,8,16,-3.266038132
4,2.447279969,2.274144502,2,1,1,0,0,0,8,16,-3.204565944
5,2.447109112,2.255601684,2,2,1,0,0,0,8,16,-3.260130274
6,2.439498936,2.266854254,1,3,2,0,0,0,8,16,-3.550572241
7,2.427038287,2.244703033,1,3,3,0,0,0,8,16,-3.596781282
8,2.440735821,2.244854177,1,3,3,1,0,0,8,16,-3.45420102
9,2.452547013,2.232116355,1,3,4,1,0,0,8,16,-3.497579317
10,2.458481415,2.242677603,1,3,5,1,0,0,8,16,-3.4960384
11,2.457197369,2.245411814,1,4,5,1,0,0,8,16,-3.377264662
12,2.453667893,2.24568183,1,4,6,1,0,0,8,16,-3.476433766
13,2.467221709,2.255966666,1,4,7,1,0,0,8,16,-3.50255987
14,2.468378138,2.272381377,2,4,7,1,0,0,8,16,-3.460819823
15,2.468976184,2.272027433,2,5,7,1,0,0,8,16,-3.448911657
16,2.471101577,2.295107688,2,6,7,1,0,0,8,16,-3.428782715
17,2.492082546,2.303019925,2,6,8,1,0,0,8,16,-3.417450582
18,2.488550139,2.310297927,2,7,8,1,0,0,8,16,-3.392281978
19,2.487480646,2.362580775,1,6,10,2,0,0,8,16,-3.450973095
1,2.429846413,2.272319479,1,0,0,0,0,0,8,16,-2.589400041
2,2.429887281,2.270250847,1,0,1,0,0,0,8,16,-3.03404174
3,2.418187709,2.285129974,2,0,1,0,0,0,8,16,-3.029678882
4,2.421330619,2.290999653,2,1,1,0,0,0,8,16,-3.186391376
5,2.415566741,2.279454441,2,1,2,0,0,0,8,16,-3.431667261
6,2.420648665,2.270495146,2,1,3,0,0,0,8,16,-3.530913634
7,2.443986574,2.251066762,2,1,4,0,0,0,8,16,-3.6077562
8,2.447426107,2.26973287,2,2,4,0,0,0,8,16,-3.588907426
9,2.451002018,2.291623481,2,2,5,0,0,0,8,16,-3.487849035
10,2.452377644,2.295099279,2,2,6,0,0,0,8,16,-3.495819323
11,2.449082209,2.300384006,2,2,7,0,0,0,8,16,-3.512195982
12,2.429577669,2.274193302,2,2,7,1,0,0,8,16,-3.495581208
13,2.427616135,2.278781701,3,2,7,1,0,0,8,16,-3.435149261
14,2.43275973,2.275421771,2,3,8,1,0,0,8,16,-3.453725935
15,2.453560051,2.290747642,2,3,8,2,0,0,8,16,-3.416224792
16,2.452077793,2.276350954,2,3,9,2,0,0,8,16,-3.407236879
17,2.45892672,2.276588836,2,3,10,2,0,0,8,16,-3.407312758
18,2.479812737,2.295244694,2,3,12,1,0,0,8,16,-3.421258324
1,2.429854876,2.250141809,0,1,0,0,0,0,8,16,-3.21536616
2,2.42623198,2.250674618,0,1,1,0,0,0,8,16,-3.07870205
3,2.422376632,2.257259458,0,1,2,0,0,0,8,16,-3.11123209
4,2.435665337,2.2519866,0,2,2,0,0,0,8,16,-3.300931835
5,2.43495021,2.246274828,0,2,3,0,0,0,8,16,-3.332002213
6,2.446689835,2.233553693,0,2,4,0,0,0,8,16,-3.39450986
7,2.457048159,2.298473011,0,3,4,0,0,0,8,16,-3.614903524
8,2.454379189,2.307942945,1,3,4,0,0,0,8,16,-3.496657382
9,2.461794883,2.282979426,1,4,4,0,0,0,8,16,-3.353487347
10,2.473346946,2.300793444,1,5,4,0,0,0,8,16,-3.329544451
11,2.475633882,2.327965102,1,5,5,0,0,0,8,16,-3.312301373
12,2.467202638,2.324223694,1,5,6,0,0,0,8,16,-3.30128451
13,2.482541183,2.318473181,1,5,7,0,0,0,8,16,-3.278339531
14,2.490123824,2.294279957,0,5,9,0,0,0,8,16,-3.338669343
15,2.505638079,2.293675892,0,5,10,0,0,0,8,16,-3.337319671
16,2.512813242,2.29167506,0,5,11,0,0,0,8,16,-3.309555138
1,2.431422225,2.291055372,1,0,0,0,0,0,8,16,-2.499667436
2,2.446208962,2.257009902,1,1,0,0,0,0,8,16,-3.078744649
3,2.4381719,2.290358776,0,3,0,0,0,0,8,16,-3.590602147
4,2.4334711,2.275531896,0,4,0,0,0,0,8,16,-3.539259393
5,2.43947243,2.280487115,0,4,1,0,0,0,8,16,-3.507654093
6,2.445820305,2.293112858,0,5,1,0,0,0,8,16,-3.418306263
7,2.445147275,2.288874828,0,5,2,0,0,0,8,16,-3.423405505
8,2.444403696,2.271373225,0,4,4,0,0,0,8,16,-3.352425075
9,2.453351568,2.26570152,0,4,5,0,0,0,8,16,-3.314112617
10,2.466211458,2.262004871,0,4,6,0,0,0,8,16,-3.339713622
11,2.486299693,2.265036835,0,5,6,0,0,0,8,16,-3.365391822
12,2.492460059,2.259612535,0,6,6,0,0,0,8,16,-3.355016295
13,2.512717185,2.254890874,0,8,5,0,0,0,8,16,-3.518131285
14,2.489666977,2.272091452,0,8,6,0,0,0,8,16,-3.484554533
15,2.46842323,2.266986487,0,7,8,0,0,0,8,16,-3.541843303
1,2.435353746,2.262989369,1,0,0,0,0,0,8,16,-2.538394842
2,2.456104521,2.260565595,2,0,0,0,0,0,8,16,-2.607737309
3,2.459353864,2.259516138,2,0,1,0,0,0,8,16,-2.875519969
4,2.449611298,2.276906379,3,0,1,0,0,0,8,16,-2.9742905
5,2.449316953,2.262993884,3,1,1,0,0,0,8,16,-3.176781219
6,2.459258805,2.22387371,3,1,2,0,0,0,8,16,-3.204475875
7,2.466515516,2.218458812,4,1,2,0,0,0,8,16,-3.085436904
8,2.465970403,2.229765529,5,1,2,0,0,0,8,16,-3.106496137
9,2.468311177,2.21749468,4,3,2,0,0,0,8,16,-3.284219388
10,2.466247816,2.239221106,3,4,3,0,0,0,8,16,-3.408888601
11,2.465172545,2.250545464,3,5,3,0,0,0,8,16,-3.284907976
12,2.461495923,2.278638171,4,5,3,0,0,0,8,16,-3.252158193
13,2.453804252,2.249587529,3,6,4,0,0,0,8,16,-3.331383696
14,2.456948279,2.261609059,3,6,5,0,0,0,8,16,-3.318252721
15,2.482221116,2.264087265,3,6,6,0,0,0,8,16,-3.334545794
16,2.488411952,2.26413327,2,7,7,0,0,0,8,16,-3.505083247
17,2.496282737,2.237720255,2,8,7,0,0,0,8,16,-3.488076151
1,2.419017611,2.282572823,1,0,0,0,0,0,8,16,-2.507829976
2,2.435164637,2.263289499,1,1,0,0,0,0,8,16,-2.935508413
3,2.439070093,2.257680374,1,1,1,0,0,0,8,16,-3.263973571
4,2.433193636,2.254281267,1,1,2,0,0,0,8,16,-3.397009536
5,2.426877574,2.28592736,1,1,3,0,0,0,8,16,-3.561129395
6,2.414123228,2.293232379,1,1,4,0,0,0,8,16,-3.654234087
7,2.405744926,2.315009049,1,2,4,0,0,0,8,16,-3.636371853
8,2.412267787,2.314664931,1,2,4,1,0,0,8,16,-3.52292812
9,2.415791586,2.313392675,1,2,5,1,0,0,8,16,-3.492465346
10,2.436407866,2.308854283,1,2,6,1,0,0,8,16,-3.560238553
11,2.43327978,2.291531434,1,2,7,1,0,0,8,16,-3.469459821
12,2.424866148,2.30278053,1,3,8,0,0,0,8,16,-3.522985992
13,2.452344562,2.301445457,1,3,9,0,0,0,8,16,-3.511078386
14,2.442679867,2.296771086,1,3,10,0,0,0,8,16,-3.446864608
15,2.457189437,2.290516344,1,4,10,0,0,0,8,16,-3.401043409
16,2.466903199,2.335158833,1,3,12,0,0,0,8,16,-3.376246079
17,2.47357706,2.336312318,2,3,12,0,0,0,8,16,-3.33037973
1,2.436752854,2.330219449,0,1,0,0,0,1,8,16,-3.641433188
2,2.46334342,2.345416769,0,1,1,0,0,1,8,16,-3.678069053
3,2.464160371,2.347916434,1,1,1,0,0,1,8,16,-3.397195142
4,2.46273626,2.325334605,1,1,2,0,0,1,8,16,-3.461505455
5,2.461213239,2.344423218,1,1,3,0,0,1,8,16,-3.426800511
6,2.458743784,2.340749912,1,2,3,0,0,1,8,16,-3.479028778
7,2.471586366,2.320480479,1,1,5,0,0,1,8,16,-3.538366296
8,2.470880413,2.321703283,2,1,5,0,0,1,8,16,-3.495229476
9,2.498337928,2.324157754,2,1,6,0,0,1,8,16,-3.473155849
10,2.480286051,2.33374965,1,2,7,0,0,1,8,16,-3.624016514
11,2.476588785,2.303422913,1,3,7,0,0,1,8,16,-3.606684645
12,2.459220308,2.289335693,1,4,7,0,0,1,8,16,-3.609256771
13,2.496655372,2.266151007,2,4,7,0,0,1,8,16,-3.526698244
14,2.495976593,2.264725265,3,4,7,0,0,1,8,16,-3.416284674
15,2.470206026,2.231465808,1,7,7,0,0,1,8,16,-3.545410797
16,2.481247061,2.270987884,2,7,7,0,0,1,8,16,-3.511544848
17,2.500344198,2.271819702,3,7,7,0,0,1,8,16,-3.43315244
18,2.510318331,2.286106618,3,7,8,0,0,1,8,16,-3.445864388
19,2.491523403,2.275685912,3,7,9,0,0,1,8,16,-3.411010854
20,2.51665938,2.303778912,3,7,10,0,0,1,8,16,-3.352346157
21,2.530376646,2.294938526,3,8,9,1,0,1,8,16,-3.303153898
1,2.435277216,2.296751471,0,1,0,0,0,1,8,16,-3.6784336
2,2.424549463,2.299916542,0,1,1,0,0,1,8,16,-3.744069237
3,2.417974735,2.301269259,0,1,2,0,0,1,8,16,-3.674527334
4,2.42336807,2.298802117,0,1,3,0,0,1,8,16,-3.762741223
5,2.428572838,2.320261288,0,2,3,0,0,1,8,16,-3.626237393
6,2.418419567,2.247330802,0,2,4,0,0,1,8,16,-3.858021985
7,2.402023625,2.219101208,0,2,5,0,0,1,8,16,-3.776025803
8,2.41575763,2.250101922,0,2,6,0,0,1,8,16,-3.809486294
9,2.422645113,2.250274339,0,2,7,0,0,1,8,16,-3.837465762
10,2.434254987,2.249132487,1,2,7,0,0,1,8,16,-3.705480965
11,2.430935358,2.248676704,1,3,7,0,0,1,8,16,-3.649199497
12,2.441071158,2.238973656,1,3,8,0,0,1,8,16,-3.747487491
13,2.434578876,2.240360512,1,4,7,1,0,1,8,16,-3.636502714
14,2.424382635,2.255409649,1,6,7,0,0,1,8,16,-3.660543552
15,2.422499403,2.257730515,1,6,8,0,0,1,8,16,-3.672745607
16,2.422539275,2.261176372,1,6,9,0,0,1,8,16,-3.643144411
17,2.431757888,2.263810956,1,6,10,0,0,1,8,16,-3.610214375
18,2.445588268,2.274937716,1,6,10,0,0,1,8,16,-3.557311112
19,2.447895999,2.276972388,2,6,11,0,0,1,8,16,-3.481136871
20,2.453270362,2.258338141,2,6,12,0,0,1,8,16,-3.488338989
1,2.451153859,2.291536957,0,1,0,0,0,1,8,16,-3.453574485
2,2.439457598,2.298209757,0,0,2,0,0,1,8,16,-4.002362972
3,2.429694572,2.278398333,0,1,2,0,0,1,8,16,-3.92097954
4,2.433549246,2.274902261,0,2,2,0,0,1,8,16,-3.751176277
5,2.443528402,2.29082232,0,3,2,0,0,1,8,16,-3.639033838
6,2.436399848,2.259354222,1,3,2,0,0,1,8,16,-3.514786313
7,2.466301604,2.294526299,1,2,4,0,0,1,8,16,-3.60795352
8,2.448522979,2.310717381,1,3,4,0,0,1,8,16,-3.586065379
9,2.446107943,2.273179937,2,3,4,0,0,1,8,16,-3.46228446
10,2.46715746,2.273501921,2,4,4,0,0,1,8,16,-3.466300521
11,2.474923088,2.306402321,3,4,4,0,0,1,8,16,-3.414078101
12,2.477708128,2.291936736,3,4,5,0,0,1,8,16,-3.366123082
13,2.478955035,2.291387887,3,4,6,0,0,1,8,16,-3.394445586
14,2.469768361,2.28780895,3,5,6,0,0,1,8,16,-3.414608133
15,2.477826594,2.29970621,2,7,6,0,0,1,8,16,-3.53501568
16,2.491641481,2.33342758,2,8,6,0,0,1,8,16,-3.528848726
17,2.482864117,2.314181537,2,8,6,1,0,1,8,16,-3.455556725
18,2.476197403,2.337505819,2,9,6,1,0,1,8,16,-3.460560516
1,2.440073572,2.288710708,0,1,0,0,0,1,8,16,-3.632527538
2,2.456209465,2.290770856,0,2,0,0,0,1,8,16,-3.654851589
3,2.459954248,2.293601516,0,3,0,0,0,1,8,16,-3.514592608
4,2.464361932,2.290833725,1,3,0,0,0,1,8,16,-3.279577951
5,2.448362228,2.325287682,1,3,1,0,0,1,8,16,-3.301861866
6,2.447674283,2.325150113,1,3,2,0,0,1,8,16,-3.315764567
7,2.450797282,2.328334888,1,3,3,0,0,1,8,16,-3.329982081
8,2.460208522,2.337008419,2,3,3,0,0,1,8,16,-3.269866624
9,2.450509789,2.273342453,1,5,3,0,0,1,8,16,-3.42526627
10,2.45357526,2.283403157,1,6,3,0,0,1,8,16,-3.447299586
11,2.436513804,2.271554954,1,5,5,0,0,1,8,16,-3.547682249
12,2.437048799,2.25095155,1,5,6,0,0,1,8,16,-3.56787218
13,2.43529532,2.247645303,1,5,7,0,0,1,8,16,-3.569903738
14,2.446050633,2.296369828,1,5,8,0,0,1,8,16,-3.655002435
15,2.453036982,2.302727729,1,5,9,0,0,1,8,16,-3.633774015
16,2.459961526,2.281567291,1,6,9,0,0,1,8,16,-3.535743057
17,2.462340293,2.283239776,1,7,9,0,0,1,8,16,-3.488224272
18,2.476214047,2.262049471,1,8,9,0,0,1,8,16,-3.475195343
19,2.489519916,2.26508953,2,8,9,0,0,1,8,16,-3.420320332
20,2.502091298,2.268490125,2,9,9,0,0,1,8,16,-3.425267326
21,2.498460129,2.177114211,1,9,11,0,0,1,8,16,-3.497380391
22,2.505893241,2.248300262,1,10,11,0,0,1,8,16,-3.458759268
1,2.466173646,2.275964239,0,1,0,0,0,1,8,16,-3.691485575
2,2.440621077,2.309049975,0,1,0,1,0,1,8,16,-3.549838795
3,2.459209594,2.303782148,0,1,2,0,0,1,8,16,-3.727348249
4,2.452252815,2.283506379,0,2,2,0,0,1,8,16,-3.813870843
5,2.463741457,2.290586569,1,2,2,0,0,1,8,16,-3.620319911
6,2.442004589,2.308341739,1,3,2,0,0,1,8,16,-3.609752262
7,2.454104218,2.30443075,1,3,3,0,0,1,8,16,-3.568704399
8,2.457545357,2.285793158,1,3,4,0,0,1,8,16,-3.604736361
9,2.458871225,2.328664069,1,3,5,0,0,1,8,16,-3.549479422
10,2.448645667,2.331684298,2,3,5,0,0,1,8,16,-3.416420629
11,2.460741351,2.30674694,0,6,5,0,0,1,8,16,-3.603840198
12,2.462840389,2.285924644,0,7,5,0,0,1,8,16,-3.55330416
13,2.45803828,2.28048784,0,8,5,0,0,1,8,16,-3.559918625
14,2.464295401,2.279219591,0,9,5,0,0,1,8,16,-3.52369439
15,2.457504776,2.281464437,0,9,6,0,0,1,8,16,-3.529076332
16,2.452133039,2.297485359,0,10,6,0,0,1,8,16,-3.490743793
17,2.466449121,2.315504154,0,10,7,0,0,1,8,16,-3.438377955
18,2.488838619,2.339590457,0,11,7,0,0,1,8,16,-3.409288853
19,2.487448439,2.316497277,0,11,8,0,0,1,8,16,-3.403613866
20,2.493573775,2.331273972,0,12,8,0,0,1,8,16,-3.396655992
21,2.51371088,2.302612384,0,11,10,0,0,1,8,16,-3.413568357
22,2.511866199,2.287855481,1,11,10,0,0,1,8,16,-3.338864466
23,2.51579511,2.321383487,1,12,10,0,0,1,8,16,-3.343814711
1,2.439959806,2.302646717,1,0,0,0,0,1,8,16,-2.487818995
2,2.463513055,2.308542831,1,0,1,0,0,1,8,16,-3.295638893
3,2.43372052,2.319766178,1,0,2,0,0,1,8,16,-3.455985892
4,2.426316393,2.323356708,2,0,2,0,0,1,8,16,-3.284861667
5,2.433010624,2.265791666,3,0,2,0,0,1,8,16,-3.230797765
6,2.436769981,2.308785374,2,1,3,0,0,1,8,16,-3.48857709
7,2.425036559,2.301627692,3,1,3,0,0,1,8,16,-3.360655288
8,2.428719711,2.285602891,4,1,3,0,0,1,8,16,-3.277719869
9,2.428772063,2.307524243,4,1,4,0,0,1,8,16,-3.257171729
10,2.434170455,2.290666176,4,1,5,0,0,1,8,16,-3.230997621
11,2.436408215,2.308098067,4,2,5,0,0,1,8,16,-3.292552516
12,2.446026104,2.296598585,5,2,5,0,0,1,8,16,-3.226167803
13,2.44296021,2.290352121,4,4,5,0,0,1,8,16,-3.301408702
14,2.461219053,2.282737053,3,6,5,0,0,1,8,16,-3.295839273
15,2.453701518,2.27922468,3,6,6,0,0,1,8,16,-3.337417379
16,2.474820283,2.305488592,3,6,7,0,0,1,8,16,-3.361234552
17,2.48646462,2.301844092,3,7,7,0,0,1,8,16,-3.334135309
18,2.470952682,2.289908906,3,5,10,0,0,1,8,16,-3.417194798
19,2.478883749,2.312953614,3,6,10,0,0,1,8,16,-3.399242803
20,2.480370957,2.32065539,3,7,10,0,0,1,8,16,-3.363459656
21,2.491756794,2.331634392,3,7,11,0,0,1,8,16,-3.305321037
22,2.49424012,2.32095186,3,8,11,0,0,1,8,16,-3.327969754
1,2.461959537,2.254393746,0,1,0,0,0,1,8,16,-3.332466138
2,2.457854237,2.242167522,0,1,1,0,0,1,8,16,-3.474757295
3,2.45146336,2.257118091,0,1,2,0,0,1,8,16,-3.432313403
4,2.455068713,2.257328949,1,1,2,0,0,1,8,16,-3.270098702
5,2.45292636,2.281341471,2,1,2,0,0,1,8,16,-3.176629902
6,2.444843754,2.264511377,2,1,3,0,0,1,8,16,-3.221176319
7,2.45397761,2.246748232,3,1,3,0,0,1,8,16,-3.128353839
8,2.481982239,2.290328306,4,1,3,0,0,1,8,16,-3.089003424
9,2.463276808,2.270053491,4,1,4,0,0,1,8,16,-3.168405989
10,2.459568413,2.291616335,2,3,5,0,0,1,8,16,-3.463073013
11,2.467979794,2.268154604,2,4,5,0,0,1,8,16,-3.468305406
12,2.463580188,2.27774615,2,4,6,0,0,1,8,16,-3.472438232
13,2.477866406,2.275204455,2,4,7,0,0,1,8,16,-3.430499702
14,2.480355725,2.275521546,3,4,7,0,0,1,8,16,-3.352541872
15,2.486507582,2.278103607,3,4,8,0,0,1,8,16,-3.373692508
16,2.480296593,2.251849675,3,5,8,0,0,1,8,16,-3.365040119
17,2.48306568,2.266299346,3,6,8,0,0,1,8,16,-3.372604003
18,2.476791508,2.261100644,3,6,9,0,0,1,8,16,-3.335154058
19,2.49411306,2.257451886,4,6,9,0,0,1,8,16,-3.296668176
20,2.503372822,2.278837504,4,7,9,0,0,1,8,16,-3.277730435
21,2.518054198,2.280442221,4,8,9,0,0,1,8,16,-3.279877651
1,2.458275991,2.295219905,0,0,1,0,0,1,8,16,-3.627359234
2,2.434736573,2.31810351,1,0,1,0,0,1,8,16,-3.197777933
3,2.448320226,2.317253747,1,1,1,0,0,1,8,16,-3.284016749
4,2.461893286,2.330181451,1,1,2,0,0,1,8,16,-3.432163628
5,2.458186626,2.31463397,2,1,2,0,0,1,8,16,-3.287980443
6,2.446103478,2.327639129,1,2,3,0,0,1,8,16,-3.574623205
7,2.486747931,2.340926446,1,2,4,0,0,1,8,16,-3.667051169
8,2.479344099,2.326756866,1,3,4,0,0,1,8,16,-3.652046641
9,2.442538386,2.290628518,0,4,4,0,0,1,8,16,-3.613259488
10,2.45103336,2.264548357,0,4,5,0,0,1,8,16,-3.630164728
11,2.462953248,2.280878341,0,4,7,0,0,1,8,16,-3.642057477
12,2.462101278,2.27007135,0,4,8,0,0,1,8,16,-3.638846309
13,2.445730642,2.237679683,0,4,9,0,0,1,8,16,-3.698278385
14,2.436483073,2.232953501,1,4,8,0,0,1,8,16,-3.642603323
15,2.435459149,2.282513291,1,4,9,0,0,1,8,16,-3.650776312
16,2.443045796,2.280704516,1,5,9,0,0,1,8,16,-3.608108142
17,2.456549157,2.25659,1,6,10,0,0,1,8,16,-3.558056768
18,2.460594288,2.255533769,1,7,10,0,0,1,8,16,-3.529336356
19,2.466236004,2.276218655,1,8,10,0,0,1,8,16,-3.452847559
20,2.494372978,2.270330512,1,8,10,0,1,1,8,16,-3.381322226
21,2.496113295,2.287153245,2,8,11,0,0,1,8,16,-3.349947699
1,2.43051399,2.316463676,0,1,0,0,0,1,8,16,-3.587531883
2,2.445656205,2.303410353,0,2,0,0,0,1,8,16,-3.600286319
3,2.461940043,2.311282461,0,2,1,0,0,1,8,16,-3.40753447
4,2.438715929,2.331537252,1,2,1,0,0,1,8,16,-3.206421412
5,2.445439417,2.339722257,2,2,1,0,0,1,8,16,-3.203228217
6,2.438550532,2.299084907,2,1,3,0,0,1,8,16,-3.509653037
7,2.439997137,2.2961768,2,1,4,0,0,1,8,16,-3.523712435
8,2.425725027,2.309977745,3,1,4,0,0,1,8,16,-3.427565009
9,2.425709216,2.313517985,3,2,4,0,0,1,8,16,-3.460079905
10,2.426532409,2.310938511,3,2,5,0,0,1,8,16,-3.473521211
11,2.433355321,2.324860874,3,2,6,0,0,1,8,16,-3.454954728
12,2.441473111,2.289238791,3,3,6,0,0,1,8,16,-3.434480903
13,2.445791292,2.303941241,3,3,7,0,0,1,8,16,-3.479639499
14,2.455812679,2.371466118,3,3,7,1,0,1,8,16,-3.487729003
15,2.467663154,2.356342544,4,3,7,1,0,1,8,16,-3.38522464
16,2.472286948,2.375235262,4,4,7,1,0,1,8,16,-3.419863029
17,2.485279657,2.324135526,4,4,8,1,0,1,8,16,-3.390543307
18,2.473616806,2.321016424,4,4,9,1,0,1,8,16,-3.391639763
19,2.475549177,2.287887025,4,4,11,0,0,1,8,16,-3.347013833
20,2.506933344,2.305731245,4,5,11,0,0,1,8,16,-3.337618437
21,2.515614626,2.224157004,4,6,11,0,0,1,8,16,-3.358980001
1,2.448878117,2.280894553,0,1,0,0,0,1,8,16,-3.526512966
2,2.442732446,2.228387931,0,2,0,0,0,1,8,16,-3.784953288
3,2.444896275,2.25282583,0,3,0,0,0,1,8,16,-3.728684965
4,2.447692097,2.25697961,0,4,0,0,0,1,8,16,-3.654964649
5,2.455109018,2.267046967,0,5,0,0,0,1,8,16,-3.648573744
6,2.459912113,2.274661291,0,6,0,0,0,1,8,16,-3.576794357
7,2.44896465,2.280656148,1,6,0,0,0,1,8,16,-3.446701479
8,2.448503925,2.326723957,1,6,1,0,0,1,8,16,-3.509099568
9,2.451223429,2.312442031,1,7,1,0,0,1,8,16,-3.504900086
10,2.451780223,2.294781947,1,7,2,0,0,1,8,16,-3.478687954
11,2.463744906,2.296678917,1,7,3,0,0,1,8,16,-3.522090083
12,2.465246251,2.255960362,1,7,4,0,0,1,8,16,-3.526523804
13,2.485567318,2.263394307,1,8,4,0,0,1,8,16,-3.52435169
14,2.484408679,2.310417892,2,7,5,0,0,1,8,16,-3.512443173
15,2.483226082,2.338140511,2,7,6,0,0,1,8,16,-3.462837964
16,2.478392042,2.292883799,2,8,6,0,0,1,8,16,-3.441974814
17,2.46957651,2.299711191,2,9,5,0,0,1,8,16,-3.430422035
18,2.481015187,2.31558159,2,9,7,0,0,1,8,16,-3.456687775
19,2.49359008,2.29506086,2,10,7,0,0,1,8,16,-3.438578431
20,2.496863518,2.288477917,2,10,7,0,0,1,8,16,-3.415070578
1,2.459298638,2.2875307,0,1,0,0,0,1,8,16,-3.312578959
2,2.462627347,2.291169759,0,1,1,0,0,1,8,16,-3.347675778
3,2.454719423,2.325315519,0,1,2,0,0,1,8,16,-3.478326705
4,2.457857286,2.262824092,1,1,2,0,0,1,8,16,-3.305150486
5,2.460301837,2.256966295,2,1,2,0,0,1,8,16,-3.20655136
6,2.468318464,2.253228143,2,2,2,0,0,1,8,16,-3.260503179
7,2.475862783,2.254715951,2,3,2,0,0,1,8,16,-3.246211303
8,2.485690836,2.290814483,2,3,3,0,0,1,8,16,-3.391043995
9,2.484703443,2.287768709,2,3,4,0,0,1,8,16,-3.389339616
10,2.49452187,2.303506279,1,4,4,0,0,1,8,16,-3.45697428
11,2.508455515,2.292221037,1,4,6,0,0,1,8,16,-3.465846565
12,2.516714799,2.277371519,1,5,6,0,0,1,8,16,-3.4767075
13,2.505848431,2.277445681,1,6,6,0,0,1,8,16,-3.494814212
14,2.500611323,2.263676873,2,6,6,0,0,1,8,16,-3.418903337
15,2.501704424,2.256756992,2,6,7,0,0,1,8,16,-3.418916991
16,2.516072597,2.258176098,2,7,7,0,0,1,8,16,-3.410813471
17,2.520585366,2.244181986,2,8,7,0,0,1,8,16,-3.308442364
18,2.527449051,2.245371251,2,9,7,0,0,1,8,16,-3.299677757
19,2.528738563,2.246658497,2,9,8,0,0,1,8,16,-3.309111708
20,2.54013755,2.252392426,2,10,8,0,0,1,8,16,-3.307876189
1,2.460707144,2.286111083,0,1,0,0,0,1,8,16,-3.307907312
2,2.468805083,2.297917704,0,1,1,0,0,1,8,16,-3.702642181
3,2.470955339,2.287211821,0,1,2,0,0,1,8,16,-3.577529237
4,2.457591913,2.287931675,1,1,2,0,0,1,8,16,-3.337630611
5,2.460532473,2.282505332,2,1,2,0,0,1,8,16,-3.224221128
6,2.448934277,2.262388355,0,4,2,0,0,1,8,16,-3.637540919
7,2.456338001,2.284837101,1,4,2,0,0,1,8,16,-3.513377547
8,2.453964396,2.305856262,1,4,3,0,0,1,8,16,-3.558587464
9,2.455205665,2.299043351,1,5,3,0,0,1,8,16,-3.535123634
10,2.457551295,2.286826756,1,4,5,0,0,1,8,16,-3.607902449
11,2.464924631,2.29235275,1,5,5,0,0,1,8,16,-3.554413315
12,2.489567778,2.270110865,0,6,6,0,0,1,8,16,-3.682669547
13,2.493094676,2.271104782,0,6,7,0,0,1,8,16,-3.584032141
14,2.485780969,2.309521933,0,6,8,0,0,1,8,16,-3.498813952
15,2.504718988,2.307648436,0,7,8,0,0,1,8,16,-3.516432828
16,2.516780504,2.289849219,1,7,8,0,0,1,8,16,-3.445383556
17,2.503542654,2.273009494,2,7,8,0,0,1,8,16,-3.411048633
18,2.500713353,2.337889942,2,8,7,0,0,1,8,16,-3.372646035
19,2.509453739,2.335326508,2,6,10,0,0,1,8,16,-3.349162204
20,2.515710114,2.336003142,2,6,11,0,0,1,8,16,-3.279449684
21,2.510767259,2.292375031,2,6,12,0,0,1,8,16,-3.311691897
22,2.516306384,2.281243205,2,6,12,0,1,1,8,16,-3.336530511
1,2.426425521,2.292305905,0,1,0,0,0,1,8,16,-3.768889646
2,2.412272216,2.283122415,0,1,1,0,0,1,8,16,-3.89672385
3,2.407866304,2.276428587,0,2,1,0,0,1,8,16,-3.78894967
4,2.420719404,2.303156684,0,3,1,0,0,1,8,16,-3.699983363
5,2.421685671,2.290478182,0,3,2,0,0,1,8,16,-3.681401757
6,2.424794627,2.29667084,1,3,2,0,0,1,8,16,-3.56056662
7,2.441319611,2.302749112,1,4,2,0,0,1,8,16,-3.567196022
8,2.443288943,2.291185251,1,5,2,0,0,1,8,16,-3.533263172
9,2.429064874,2.298301301,1,5,2,1,0,1,8,16,-3.455333354
10,2.42786096,2.299067074,1,5,3,1,0,1,8,16,-3.436519753
11,2.452636518,2.305632873,1,5,4,1,0,1,8,16,-3.499748789
12,2.453860246,2.29778482,1,6,4,1,0,1,8,16,-3.433176267
13,2.467821479,2.295162991,1,7,4,1,0,1,8,16,-3.433096097
14,2.471437757,2.305840492,1,8,4,1,0,1,8,16,-3.401240517
15,2.471315777,2.29379116,1,9,4,1,0,1,8,16,-3.376135699
16,2.471401794,2.273952855,1,9,5,1,0,1,8,16,-3.400185933
17,2.480831515,2.287578734,1,10,5,1,0,1,8,16,-3.423204262
18,2.491318128,2.294066972,1,11,5,1,0,1,8,16,-3.374142211
